d1,d2,d3,diem,Toán_TB,Văn_TB,KH_TB
18,36,21,75,7.91,7.14,7.6
34,36,34,105,9.52,6.62,8
37,31,22,90,9.71,7.32,8.87
12,32,16,61,8.55,8.25,7.48
37,33,35,108,9.13,7.26,8.52
39,36,20,93,8.9,7.16,9.14
31,31,27,91,9.68,8.26,9.18
25,38,29,89,8.64,6.98,8.55
13,29,24,66,7.25,6.62,6.66
30,31,27,87,9.46,7.97,9.05
20,34,25,77,9.52,8.44,8.75
30,33,28,88,9.36,7.41,8.11
21,32,16,69,8.9,7.6,8.48
13,37,20,67,8.84,7.73,9.03
22,32,17,73,7.87,6.72,8
34,35,29,101,9.74,8.17,8.76
25,37,24,87,9.96,7.01,7.95
34,34,21,84,9.74,7.48,8.48
17,30,23,67,7.94,7.82,7.77
13,30,14,59,7.26,7.72,7.77
20,35,22,78,8.68,8.67,8.36
30,32,24,83,8.75,7.36,8.42
31,37,40,105,9.76,9.16,9.31
29,31,17,78,8.85,7.25,7.77
17,33,18,69,8.64,7.62,8.32
12,33,12,59,7.94,6.98,7.96
35,31,25,88,9.41,8.09,9.58
17,32,17,68,8,7.5,8.08
17,26,13,55,6.98,7.57,7.69
24,33,22,80,9.31,7.34,8.86
25,37,26,92,9.01,7.9,9.22
27,24,20,73,8.97,6.12,7.93
19,23,15,58,9.01,8.54,8.7
24,39,25,86,9.33,7.11,8.28
35,39,24,96,9.5,7.63,8.33
18,33,11,65,6.62,7.62,7.44
19,26,15,60,8.72,8.8,7.81
19,25,11,58,8.34,7.27,8.31
36,32,24,91,9.71,7.35,8.24
29,37,18,76,8.96,7.92,8.28
35,30,22,91,8.73,7.68,8.77
30,34,23,88,8.89,7.26,8.3
38,39,33,110,9.58,8.49,9.6
29,29,20,82,8.1,6.91,8
35,35,34,109,9.69,7.96,9.18
21,37,26,84,8.22,8.06,8.58
29,33,24,82,8.68,7.35,8.74
17,30,24,71,8.77,7.57,7.78
13,29,24,62,7.63,7.08,7.38
19,26,20,69,8.62,7.54,9.03
30,36,25,89,8.68,6.6,8.17
25,39,23,81,8.21,7.25,7.27
21,27,15,63,7.8,6.66,7.18
32,36,32,99,9.33,8.47,9.14
27,34,17,79,8.81,7.37,8.21
37,29,17,75,8.11,6.71,8.1
22,34,27,81,8.96,7.1,8.18
13,24,24,65,8.89,6.78,7.78
36,36,32,104,9.27,7.77,8.73
21,33,8,62,7.62,7.08,7.91
14,30,19,67,8.2,7.9,7.62
18,32,23,74,8.48,7.9,8.21
25,39,24,85,8.45,7.58,8.88
13,20,16,54,8.44,7.16,8
29,42,21,88,9.27,8.88,8.68
28,30,20,77,8.55,7.97,9.1
30,28,22,81,9.45,7.7,8.23
21,37,24,81,8.9,9.02,8.29
22,29,23,74,8.78,8.05,8.04
22,33,13,63,6.21,7.66,7.64
15,26,23,63,9.09,6.78,8.31
26,22,18,68,8.94,7.03,7.87
20,29,25,75,9.23,7.28,7.89
9,33,18,59,8.32,8.23,6.87
25,32,22,78,9.53,8.39,9.15
28,32,15,72,8.24,7.38,8.18
9,36,21,64,7.4,7.35,7.93
10,42,24,76,7.36,7.65,7.88
25,31,20,79,8.76,7.9,8.77
16,32,14,65,8.15,7.03,7.74
41,32,26,100,8.56,7.59,8.55
19,37,19,77,7.99,6.73,7.51
24,29,23,81,8.95,6.58,8.35
34,26,23,88,9.47,7.27,8.47
34,28,36,103,9.79,7.91,10
34,32,37,105,9.37,7.39,8.44
25,28,22,75,8.05,7.88,6.83
11,27,12,53,8.18,7.05,8.52
41,37,31,110,9.76,8.25,8.98
24,34,29,88,8.83,6.93,8.79
23,24,29,79,8.88,7.08,8.19
26,33,25,81,8.27,6.94,8.35
36,36,27,105,9.57,7.63,8.68
8,37,21,65,7.54,7.22,8.12
34,34,18,87,9.69,9.07,9.57
18,27,20,66,9.18,7.46,8.73
31,33,25,84,9.81,7.54,7.85
16,27,17,62,9.07,7.79,8.84
30,29,22,78,9.18,6.9,8.45
14,36,19,70,8.18,7.57,8.73
25,40,23,88,8.79,7.8,8.65
32,33,30,94,9.03,5.91,8.04
25,43,24,92,9.25,8.02,8.57
22,30,14,61,9.46,6.45,8.13
15,26,27,64,8.16,6.48,7.84
33,35,23,93,9.62,7.06,8.4
25,37,24,84,8.8,7.89,9.01
35,21,20,81,9.52,7.53,8.06
20,29,20,72,7.79,6.29,7.97
21,25,23,70,8.47,7.54,7.8
39,44,35,115,9.46,8.34,9.97
30,31,26,87,8.96,7.31,8.33
16,30,23,66,7.25,7.86,7.01
12,31,13,57,7.66,7.44,8.06
12,31,22,64,7.12,7.25,8.26
26,29,11,67,7.5,7.56,7.23
33,33,21,87,8.08,7.9,7.98
18,39,18,71,7.96,7.4,7.8
26,33,22,79,9.2,7.92,9.02
27,36,24,86,8.37,6.79,7.71
25,39,21,86,9.25,7.17,7.84
25,29,24,82,9.32,7.59,8.35
28,19,23,71,9.6,8.18,8.97
